model_id,units,dropout,num_layers,bidirectional,lr,batch_size,epochs,patience,test_mae,test_mse
220,128,0.1,1,False,0.001,64,25,25,0.40449678897857666,0.18637333810329437
221,128,0.1,1,False,0.001,128,25,25,0.3791118562221527,0.1643870621919632
222,128,0.1,1,True,1e-05,64,25,25,0.34011515974998474,0.1946445107460022
223,128,0.1,1,True,1e-05,128,25,25,0.3318798542022705,0.19325105845928192
224,128,0.1,1,True,0.0001,64,25,25,0.3759538531303406,0.174605131149292
225,128,0.1,1,True,0.0001,128,25,25,0.42572537064552307,0.21192793548107147
226,128,0.1,1,True,0.001,64,25,25,0.3955495357513428,0.18530452251434326
227,128,0.1,1,True,0.001,128,25,25,0.41099464893341064,0.19466820359230042
228,128,0.1,2,False,1e-05,64,25,25,0.5938257575035095,0.15054631233215332
229,128,0.1,2,False,1e-05,128,25,25,0.6594482660293579,0.19065402448177338
230,128,0.1,2,False,0.0001,64,25,25,0.610967218875885,0.44137540459632874
231,128,0.1,2,False,0.0001,128,25,25,0.6202411651611328,0.45462682843208313
232,128,0.1,2,False,0.001,64,25,25,0.4306379556655884,0.2180376648902893
233,128,0.1,2,False,0.001,128,25,25,0.4199748933315277,0.20896993577480316
234,128,0.1,2,True,1e-05,64,25,25,0.6433039903640747,0.13209132850170135
235,128,0.1,2,True,1e-05,128,25,25,0.6884309649467468,0.14566382765769958
236,128,0.1,2,True,0.0001,64,25,25,0.3054675757884979,0.12341821938753128
237,128,0.1,2,True,0.0001,128,25,25,0.31656768918037415,0.12736737728118896
238,128,0.1,2,True,0.001,64,25,25,0.3064285218715668,0.13115371763706207
239,128,0.1,2,True,0.001,128,25,25,0.3182045519351959,0.1372639387845993
240,128,0.1,3,False,1e-05,64,25,25,0.769910454750061,0.1474785953760147
241,128,0.1,3,False,1e-05,128,25,25,0.7583043575286865,0.1303957849740982
242,128,0.1,3,False,0.0001,64,25,25,0.5646840333938599,0.3693663775920868
243,128,0.1,3,False,0.0001,128,25,25,0.5380099415779114,0.3356350362300873
244,128,0.1,3,False,0.001,64,25,25,0.47940707206726074,0.2609363794326782
245,128,0.1,3,False,0.001,128,25,25,0.49661314487457275,0.2806781232357025
246,128,0.1,3,True,1e-05,64,25,25,0.771233320236206,0.09765918552875519
247,128,0.1,3,True,1e-05,128,25,25,0.7795295715332031,0.10750726610422134
248,128,0.1,3,True,0.0001,64,25,25,0.28710395097732544,0.11237190663814545
249,128,0.1,3,True,0.0001,128,25,25,0.22149933874607086,0.08603933453559875
250,128,0.1,3,True,0.001,64,25,25,0.3194194734096527,0.13866934180259705
251,128,0.1,3,True,0.001,128,25,25,0.33095040917396545,0.14623726904392242
252,128,0.2,1,False,1e-05,64,25,25,0.400205135345459,0.1854214072227478
253,128,0.2,1,False,1e-05,128,25,25,0.44259166717529297,0.22158639132976532
254,128,0.2,1,False,0.0001,64,25,25,0.5658894777297974,0.3696049749851227
255,128,0.2,1,False,0.0001,128,25,25,0.5710405707359314,0.3785979747772217
256,128,0.2,1,False,0.001,64,25,25,0.42649638652801514,0.20596253871917725
257,128,0.2,1,False,0.001,128,25,25,0.4168291687965393,0.20286816358566284
258,128,0.2,1,True,1e-05,64,25,25,0.31043741106987,0.15341295301914215
